packName,color,text,pick,official
CAH Base Set,white,Hillary Clinton's favorite nipple clamps,,true
CAH Base Set,white,Hip hop jewels.,,true
CAH Base Set,white,Hipsters.,,true
CAH Base Set,white,Historically black colleges.,,true
CAH Base Set,white,Hobos.,,true
CAH Base Set,white,Holding down a child and farting all over him.,,true
CAH Base Set,white,Home video of Oprah sobbing into a Lean Cuisine®.,,true
CAH Base Set,white,Homeless people.,,true
CAH Base Set,white,Homo milk.,,true
CAH Base Set,white,Hooning.,,true
CAH Base Set,white,Hope.,,true
CAH Base Set,white,Hormone injections.,,true
CAH Base Set,white,Horrifying laser hair removal accidents.,,true
CAH Base Set,white,Horse meat.,,true
CAH Base Set,white,Hospice care.,,true
CAH Base Set,white,Hot cheese.,,true
CAH Base Set,white,Hot people.,,true
CAH Base Set,white,Hot Pockets®.,,true
CAH Base Set,white,How amazing it is to be on mushrooms.,,true
CAH Base Set,white,How awesome it is to be white.,,true
CAH Base Set,white,How bad my daughter fucked up her dance recital.,,true
CAH Base Set,white,How far I can get my own penis up my butt.,,true
CAH Base Set,white,How wet my pussy is.,,true
CAH Base Set,white,However much weed $20 can buy.,,true
CAH Base Set,white,However much weed £20 can buy.,,true
CAH Base Set,white,Huffing spray paint.,,true
CAH Base Set,white,Huge biceps.,,true
CAH Base Set,white,Hulk Hogan.,,true
CAH Base Set,white,"Hunting ""accidents"".",,true
CAH Base Set,white,Hunting accidents.,,true
CAH Base Set,white,Hurling one's body down a hill in pursuit of a wheel of cheese.,,true
CAH Base Set,white,Hurricane Katrina.,,true
CAH Base Set,white,Hurting those closest to me.,,true
CAH Base Set,white,I'm friends with your dad on Facebook.,,true
CAH Base Set,white,Ice.,,true
CAH Base Set,white,Illegal immigrants.,,true
CAH Base Set,white,Impotence.,,true
CAH Base Set,white,Improvised explosive devices.,,true
CAH Base Set,white,Inappropriate yodeling.,,true
CAH Base Set,white,Incest.,,true
CAH Base Set,white,Indian burns.,,true
CAH Base Set,white,Inserting a jam jar into my anus.,,true
CAH Base Set,white,Inserting a Mason jar into my anus.,,true
CAH Base Set,white,Intelligent design.,,true
CAH Base Set,white,intolerably vivid dreams,,true
CAH Base Set,white,Invading Poland.,,true
CAH Base Set,white,Irritable Bowel Syndrome.,,true
CAH Base Set,white,Italians.,,true
CAH Base Set,white,Itchy pussy.,,true
CAH Base Set,white,J.D. Power and his associates.,,true
CAH Base Set,white,Jade Goody's cancerous remains.,,true
CAH Base Set,white,Jedward.,,true
CAH Base Set,white,Jehovah's Witnesses.,,true
CAH Base Set,white,Jennifer Lawrence.,,true
CAH Base Set,white,Jerking off into a pool of children's tears.,,true
CAH Base Set,white,Jesus.,,true
CAH Base Set,white,Jew-fros.,,true
CAH Base Set,white,Jewish fraternities.,,true
CAH Base Set,white,"Jews, gypsies, and homosexuals.",,true
CAH Base Set,white,Jibber-jabber.,,true
CAH Base Set,white,Jimmy Savile.,,true
CAH Base Set,white,Jobs.,,true
CAH Base Set,white,Joe Biden.,,true
CAH Base Set,white,John Howard's eyebrows.,,true
CAH Base Set,white,John Wilkes Booth.,,true
CAH Base Set,white,Judge Judy.,,true
CAH Base Set,white,Judging everyone.,,true
CAH Base Set,white,Just touching David Beckham's hair.,,true
CAH Base Set,white,Justin Bieber's favorite burger joint.,,true
CAH Base Set,white,Justin Trudeau.,,true
CAH Base Set,white,Juuling.,,true
CAH Base Set,white,Kamikaze pilots.,,true
CAH Base Set,white,Kanye West.,,true
CAH Base Set,white,Keanu Reeves.,,true
CAH Base Set,white,Keeping Christ in Christmas.,,true
CAH Base Set,white,Kegel Balls,,true
CAH Base Set,white,Kibbles 'n Bits™.,,true
CAH Base Set,white,Kibbles n' Bits.,,true
CAH Base Set,white,Kids with ass cancer.,,true
CAH Base Set,white,Kids with bum cancer.,,true
CAH Base Set,white,Kim Jong-il.,,true
CAH Base Set,white,Kim Jong-un.,,true
CAH Base Set,white,Kissing grandma on the forehead and turning off her life support.,,true
CAH Base Set,white,Kissing nan on the forehead and turning off her life support.,,true
CAH Base Set,white,Knife crime.,,true
CAH Base Set,white,"Kourtney, Kim, Khloe, Kendall, and Kylie.",,true
CAH Base Set,white,"Ladies, gentlemen, and the undecided.",,true
CAH Base Set,white,Lads.,,true
CAH Base Set,white,Lady Gaga.,,true
CAH Base Set,white,Lance Armstrong's missing testicle.,,true
CAH Base Set,white,Land mines.,,true
CAH Base Set,white,Laying an egg.,,true
CAH Base Set,white,Leaked footage of Kate Middleton's colonoscopy.,,true
CAH Base Set,white,Leaving an awkward voicemail.,,true
CAH Base Set,white,Lena Dunham.,,true
CAH Base Set,white,Leprosy.,,true
CAH Base Set,white,Letting Gemma collins squirt on your face,,true
CAH Base Set,white,Letting yourself go.,,true
CAH Base Set,white,Leveling up.,,true
CAH Base Set,white,Liberals.,,true
CAH Base Set,white,Licking things to claim them as your own.,,true
CAH Base Set,white,Listening to her problems without trying to solve them.,,true
CAH Base Set,white,Literally eating shit.,,true
CAH Base Set,white,Little boy penises.,,true
CAH Base Set,white,Living in a trash can.,,true
CAH Base Set,white,Living in Yellowknife.,,true
CAH Base Set,white,Lockjaw.,,true
CAH Base Set,white,Lokking for your Dad's porn stash,,true
CAH Base Set,white,"Looking in the mirror, applying lipstick, and whispering ""tonight, you will have sex with Tom Cruise.""",,true
CAH Base Set,white,Loose lips.,,true
CAH Base Set,white,Lumberjack fantasies.,,true
CAH Base Set,white,Lunchables™.,,true
CAH Base Set,white,LYNX® Body Spray.,,true
CAH Base Set,white,Mad cow disease.,,true
CAH Base Set,white,Madeleine McCann.,,true
CAH Base Set,white,Magnets.,,true
CAH Base Set,white,Making a list of people to kill.,,true
CAH Base Set,white,Making a pouty face.,,true
CAH Base Set,white,Making sex at her.,,true
CAH Base Set,white,Making the penises kiss.,,true
CAH Base Set,white,Making up for centuries of oppression with one day of apologising.,,true
CAH Base Set,white,Man meat.,,true
CAH Base Set,white,Mansplaining.,,true
CAH Base Set,white,Many bats.,,true
CAH Base Set,white,Marky Mark and the Funky Bunch.,,true
CAH Base Set,white,Martha Stewart's gold plated vagina.,,true
CAH Base Set,white,"Massive, widespread drought.",,true
CAH Base Set,white,Masturbating.,,true
CAH Base Set,white,Masturbation.,,true
CAH Base Set,white,Mathletes.,,true
CAH Base Set,white,"Maureen of Blackpool, Reader's Wife of the Year 1988.",,true
CAH Base Set,white,Me time.,,true
CAH Base Set,white,Mean people,,true
CAH Base Set,white,MechaHitler.,,true
CAH Base Set,white,Memes.,,true
CAH Base Set,white,Men discussing their feelings in an emotionally healthy way.,,true
CAH Base Set,white,Men.,,true
CAH Base Set,white,Menstrual rage.,,true
CAH Base Set,white,Mensturation porn,,true
CAH Base Set,white,Meth.,,true
CAH Base Set,white,Michael Jackson.,,true
CAH Base Set,white,Michelle Obama's arms.,,true
CAH Base Set,white,Mike Pence.,,true
CAH Base Set,white,Mild racism and extreme homophobia,,true
CAH Base Set,white,Miley Cyrus at 55.,,true
CAH Base Set,white,Miley Cyrus.,,true
CAH Base Set,white,Millions of cane toads.,,true
CAH Base Set,white,Millwall fans.,,true
CAH Base Set,white,Mining accidents.,,true
CAH Base Set,white,Mistaking a retarded person for someone who's merely deaf.,,true
CAH Base Set,white,Mom.,,true
CAH Base Set,white,Moon a Prime Minister.,,true
CAH Base Set,white,Moral ambiguity.,,true
CAH Base Set,white,More elephant cock than I bargained for.,,true
CAH Base Set,white,Morgan Freeman's voice.,,true
CAH Base Set,white,Mountain Dew Code Red.,,true
CAH Base Set,white,Mouth herpes.,,true
CAH Base Set,white,"Mr. Clean, right behind you.",,true
CAH Base Set,white,Mr. Dressup.,,true
CAH Base Set,white,Mr. Froto's ring,,true
CAH Base Set,white,Mr. Snuffleupagus.,,true
CAH Base Set,white,"Mr. Squiggle, the Man from the Moon.",,true
CAH Base Set,white,Muhammad (Peace Be Upon Him).,,true
CAH Base Set,white,Muhammad (Praise Be Unto Him).,,true
CAH Base Set,white,multiple personality disorder,,true
CAH Base Set,white,Multiple stab wounds.,,true
CAH Base Set,white,Murdering our parents.,,true
CAH Base Set,white,Mutually assured destruction.,,true
CAH Base Set,white,Mutually-assured destruction.,,true
CAH Base Set,white,Muzzy.,,true
CAH Base Set,white,My abusive boyfriend who really isn't so bad once you get to know him.,,true
CAH Base Set,white,My balls on your face.,,true
CAH Base Set,white,My black ass.,,true
CAH Base Set,white,My bright pink fuckhole.,,true
CAH Base Set,white,My cheating prick of a husband.,,true
CAH Base Set,white,My cheating son-of-a-bitch husband.,,true
CAH Base Set,white,My collection of high-tech sex toys.,,true
CAH Base Set,white,My collection of Japanese sex toys.,,true
CAH Base Set,white,My ex-wife.,,true
CAH Base Set,white,My fat daughter.,,true
CAH Base Set,white,"My father, who died when I was seven.",,true
CAH Base Set,white,My first kiss.,,true
CAH Base Set,white,My genitals.,,true
CAH Base Set,white,My good bra.,,true
CAH Base Set,white,My humps.,,true
CAH Base Set,white,My inner demons.,,true
CAH Base Set,white,My little boner.,,true
CAH Base Set,white,My machete.,,true
CAH Base Set,white,My mate Dave.,,true
CAH Base Set,white,"My neck, my back, my pussy, and my crack.",,true
CAH Base Set,white,My relationship status.,,true
CAH Base Set,white,My sex life.,,true
CAH Base Set,white,My soul.,,true
CAH Base Set,white,"My Uber driver, Pavel.",,true
CAH Base Set,white,My ugly face and bad personality.,,true
CAH Base Set,white,my vintage trucker hat collection,,true
CAH Base Set,white,Nachos for the table.,,true
CAH Base Set,white,Naked News.,,true
CAH Base Set,white,Natalie Portman.,,true
CAH Base Set,white,Natural male enhancement.,,true
CAH Base Set,white,Natural selection.,,true
CAH Base Set,white,Nazis.,,true
CAH Base Set,white,NBA superstar LeBron James.,,true
CAH Base Set,white,Necrophilia.,,true
CAH Base Set,white,New Age music.,,true
CAH Base Set,white,Newfies.,,true
CAH Base Set,white,Newly incorporated kamikaze tactics.,,true
CAH Base Set,white,Nickelback.,,true
CAH Base Set,white,Nicolas Cage.,,true
CAH Base Set,white,Nip slips.,,true
CAH Base Set,white,Nippers.,,true
CAH Base Set,white,Nipple blades.,,true
CAH Base Set,white,Nocturnal emissions.,,true
CAH Base Set,white,Not covering your mouth when you sneeze,,true
CAH Base Set,white,Not giving a shit about the Third World.,,true
CAH Base Set,white,Not having silly talk.,,true
CAH Base Set,white,Not reciprocating oral sex.,,true
CAH Base Set,white,Not vaccinating my children because I am stupid.,,true
CAH Base Set,white,Not wearing pants.,,true
CAH Base Set,white,Not wearing trousers.,,true
CAH Base Set,white,Nothing but sand.,,true
CAH Base Set,white,Nothing. Absolutely nothing.,,true
CAH Base Set,white,Nunchucks.,,true
CAH Base Set,white,Obesity.,,true
CAH Base Set,white,Object permanence.,,true
CAH Base Set,white,Oestrogen.,,true
CAH Base Set,white,Old-people smell.,,true
CAH Base Set,white,Ominous background music.,,true
CAH Base Set,white,"One Direction's supple, hairless bodies.",,true
CAH Base Set,white,One rude motherfucker,,true
CAH Base Set,white,One titty hanging out.,,true
CAH Base Set,white,One trillion dollars.,,true
CAH Base Set,white,Only dating Asian women.,,true
CAH Base Set,white,Oompa-Loompas.,,true
CAH Base Set,white,Opposable thumbs.,,true
CAH Base Set,white,Optimus Prime having sex with a dishwasher.,,true
CAH Base Set,white,Our first chimpanzee President.,,true
CAH Base Set,white,Our first chimpanzee Prime Minister.,,true
CAH Base Set,white,Overcompensation.,,true
CAH Base Set,white,Overpowering your father.,,true
CAH Base Set,white,Oversized lollipops.,,true
CAH Base Set,white,Owning and operating a Chili's franchise.,,true
CAH Base Set,white,Pabst Blue Ribbon.,,true
CAH Base Set,white,Pac-Man uncontrollably guzzling cum.,,true
CAH Base Set,white,Paedophiles.,,true
CAH Base Set,white,Panda sex.,,true
CAH Base Set,white,Paris Hilton.,,true
CAH Base Set,white,Parting the Red Sea.,,true
CAH Base Set,white,Party poopers.,,true
CAH Base Set,white,Passable transvestites.,,true
CAH Base Set,white,Passing a kidney stone.,,true
CAH Base Set,white,Passive-aggression.,,true
CAH Base Set,white,Passive-aggressive Post-it notes.,,true
CAH Base Set,white,Pauline Hanson.,,true
CAH Base Set,white,PCP.,,true
CAH Base Set,white,Peanut Butter Jelly Time.,,true
CAH Base Set,white,Pedophiles.,,true
CAH Base Set,white,Peeing a little bit.,,true
CAH Base Set,white,Penis breath.,,true
CAH Base Set,white,Penis envy.,,true
CAH Base Set,white,People who smell their own socks.,,true
CAH Base Set,white,Perfunctory foreplay.,,true
CAH Base Set,white,Permanent Orgasm-Face Disorder.,,true
CAH Base Set,white,Picking up girls at the abortion clinic.,,true
CAH Base Set,white,Pictures of boobs.,,true
CAH Base Set,white,Pikies.,,true
CAH Base Set,white,Pingers.,,true
CAH Base Set,white,Pixelated bukkake.,,true
CAH Base Set,white,Playing silly buggers.,,true
CAH Base Set,white,Police brutality.,,true
CAH Base Set,white,Polish People.,,true
CAH Base Set,white,Pooping back and forth. Forever.,,true
CAH Base Set,white,Pooping in a laptop and closing it.,,true
CAH Base Set,white,Pooping in the soup.,,true
CAH Base Set,white,Poopy diapers.,,true
CAH Base Set,white,Poor life choices.,,true
CAH Base Set,white,Poor personal hygiene,,true
CAH Base Set,white,Poorly-timed Holocaust jokes.,,true
CAH Base Set,white,Popped collars.,,true
CAH Base Set,white,Porn stars.,,true
CAH Base Set,white,Poutine.,,true
CAH Base Set,white,Poverty.,,true
CAH Base Set,white,Powerful allergies,,true
CAH Base Set,white,Powerful thighs.,,true
CAH Base Set,white,Prancing.,,true
CAH Base Set,white,Praying the gay away.,,true
CAH Base Set,white,Prescription pain killers.,,true
CAH Base Set,white,Preteens.,,true
CAH Base Set,white,Pretending to care.,,true
CAH Base Set,white,Profound respect and appreciation for indigenous culture.,,true
CAH Base Set,white,Pronouncing the names of northern Welsh towns.,,true
CAH Base Set,white,Prosti-tots.,,true
CAH Base Set,white,Pterodactyl eggs.,,true
CAH Base Set,white,PTSD.,,true
CAH Base Set,white,Puberty.,,true
CAH Base Set,white,Public ridicule.,,true
CAH Base Set,white,Pulling pits.,,true
CAH Base Set,white,Pumpkin spice flavored condoms.,,true
CAH Base Set,white,Punching a congressman in the face.,,true
CAH Base Set,white,Punching an MP in the face.,,true
CAH Base Set,white,Puppies!,,true
CAH Base Set,white,Pussy Galore.,,true
CAH Base Set,white,Putting things where they go.,,true
CAH Base Set,white,Queefing.,,true
CAH Base Set,white,Queen Elizabeth's immaculate anus.,,true
CAH Base Set,white,Queuing.,,true
CAH Base Set,white,Racially-biased SAT questions.,,true
CAH Base Set,white,Racist Christmas Present,,true
CAH Base Set,white,Radical Islamic terrorism.,,true
CAH Base Set,white,Rap music.,,true
CAH Base Set,white,Raping and pillaging.,,true
CAH Base Set,white,Raptor attacks.,,true
CAH Base Set,white,Re-gifting.,,true
CAH Base Set,white,Rectangles.,,true
CAH Base Set,white,Rehab.,,true
CAH Base Set,white,Repression.,,true
CAH Base Set,white,"reputation,
reputation,
reputation",,true
CAH Base Set,white,Reverse gentrification.,,true
CAH Base Set,white,Rich people.,,true
CAH Base Set,white,Riding off into the sunset.,,true
CAH Base Set,white,Ring Pops.,,true
CAH Base Set,white,Ring Pops™.,,true
CAH Base Set,white,Rip Torn dropkicking anti-Semitic lesbians.,,true
CAH Base Set,white,Ripping off the Beatles.,,true
CAH Base Set,white,Ripping open a man's chest and pulling out his still-beating heart.,,true
CAH Base Set,white,Rising sea levels consistent with scientific predictions.,,true
CAH Base Set,white,Road head.,,true
CAH Base Set,white,Rob Ford.,,true
CAH Base Set,white,Robbing a sperm bank.,,true
CAH Base Set,white,Robert Downey Jr.,,true
CAH Base Set,white,"Robert Downey, Jr.",,true
CAH Base Set,white,RoboCop.,,true
CAH Base Set,white,Rohypnol.,,true
CAH Base Set,white,Roofied Punch,,true
CAH Base Set,white,Roofies.,,true
CAH Base Set,white,Rubbing Boris Johnson's belly until he falls asleep.,,true
CAH Base Set,white,Running naked through sprinklers.,,true
CAH Base Set,white,Running out of semen.,,true
CAH Base Set,white,Rupert Murdoch.,,true
